0,alignedimgs/2_0_0_20161219160615893.jpg.chip.jpg,2
1,alignedimgs/26_1_0_20170120134215383.jpg.chip.jpg,0
2,alignedimgs/64_0_2_20170112224203683.jpg.chip.jpg,0
3,alignedimgs/52_0_3_20170119205712208.jpg.chip.jpg,0
4,alignedimgs/2_1_0_20170109191720148.jpg.chip.jpg,0
5,alignedimgs/46_1_0_20170110151342799.jpg.chip.jpg,0
6,alignedimgs/59_1_0_20170104185826390.jpg.chip.jpg,0
7,alignedimgs/68_0_0_20170111171747655.jpg.chip.jpg,0
8,alignedimgs/68_0_0_20170111222231920.jpg.chip.jpg,0
9,alignedimgs/48_0_4_20170104213328405.jpg.chip.jpg,0
10,alignedimgs/48_0_0_20170113183719446.jpg.chip.jpg,0
11,alignedimgs/48_1_0_20170117003356908.jpg.chip.jpg,0
12,alignedimgs/56_0_0_20170113185156200.jpg.chip.jpg,0
13,alignedimgs/54_0_3_20170119201443709.jpg.chip.jpg,3
14,alignedimgs/18_1_1_20170109212551451.jpg.chip.jpg,2
15,alignedimgs/6_1_0_20170109193106065.jpg.chip.jpg,0
16,alignedimgs/58_0_0_20170111195305743.jpg.chip.jpg,2
17,alignedimgs/60_0_3_20170119203925892.jpg.chip.jpg,2
18,alignedimgs/26_1_1_20170112213308487.jpg.chip.jpg,1
19,alignedimgs/58_0_3_20170119211542128.jpg.chip.jpg,3
20,alignedimgs/18_0_0_20170110232448997.jpg.chip.jpg,0
21,alignedimgs/26_1_1_20170116153221266.jpg.chip.jpg,1
22,alignedimgs/24_1_2_20161219201505604.jpg.chip.jpg,0
23,alignedimgs/6_1_4_20161221193229605.jpg.chip.jpg,2
24,alignedimgs/20_0_4_20170102233239947.jpg.chip.jpg,2
25,alignedimgs/26_1_1_20170116223404554.jpg.chip.jpg,2
26,alignedimgs/56_1_1_20170112231901927.jpg.chip.jpg,1
27,alignedimgs/30_0_2_20170116174814595.jpg.chip.jpg,2
28,alignedimgs/31_1_4_20170117203041312.jpg.chip.jpg,0
29,alignedimgs/53_0_3_20170119202446453.jpg.chip.jpg,3
30,alignedimgs/51_0_0_20170117160755606.jpg.chip.jpg,0
31,alignedimgs/34_0_0_20170116232927836.jpg.chip.jpg,0
32,alignedimgs/26_0_1_20170116143035440.jpg.chip.jpg,1
33,alignedimgs/61_1_0_20170110122712394.jpg.chip.jpg,0
34,alignedimgs/25_1_0_20170116220238281.jpg.chip.jpg,0
35,alignedimgs/47_0_0_20170111181750442.jpg.chip.jpg,0
36,alignedimgs/45_0_1_20170117143253063.jpg.chip.jpg,1
