img_name,gender
27_0_3_20170119210058457.jpg.chip.jpg,0
36_0_3_20170119180245724.jpg.chip.jpg,0
1_1_3_20161219230734016.jpg.chip.jpg,1
35_0_3_20170119201304861.jpg.chip.jpg,0
24_0_3_20170119152239904.jpg.chip.jpg,0
46_0_3_20170119195336586.jpg.chip.jpg,0
27_0_3_20170119211454145.jpg.chip.jpg,0
61_0_3_20170119211851089.jpg.chip.jpg,0
34_1_3_20170104235537715.jpg.chip.jpg,1
32_0_3_20170117154217366.jpg.chip.jpg,0
32_0_3_20170119192340778.jpg.chip.jpg,0
75_1_3_20170110175327928.jpg.chip.jpg,1
45_0_3_20170119202458980.jpg.chip.jpg,0
3_0_3_20161219225157056.jpg.chip.jpg,0
32_1_3_20170119163219372.jpg.chip.jpg,1
30_1_3_20170117150440114.jpg.chip.jpg,1
53_0_3_20170112220530017.jpg.chip.jpg,0
40_0_3_20170119183403621.jpg.chip.jpg,0
5_1_3_20161220221527498.jpg.chip.jpg,1
35_0_3_20170109132951262.jpg.chip.jpg,0
21_0_3_20170117141644440.jpg.chip.jpg,0
56_1_3_20170109132208103.jpg.chip.jpg,1
24_1_3_20170117145425107.jpg.chip.jpg,1
5_0_3_20161220220030442.jpg.chip.jpg,0
26_1_3_20170119193100235.jpg.chip.jpg,1
23_1_3_20170104223200053.jpg.chip.jpg,1
18_1_3_20170119152509320.jpg.chip.jpg,1
27_0_3_20170119193304226.jpg.chip.jpg,0
47_0_3_20170119175043787.jpg.chip.jpg,0
43_0_3_20170112220309502.jpg.chip.jpg,0
89_0_3_20170105175600694.jpg.chip.jpg,0
41_1_3_20170104214413309.jpg.chip.jpg,1
54_0_3_20170119210110894.jpg.chip.jpg,0
20_1_3_20170119153755113.jpg.chip.jpg,1
20_1_3_20170119144712261.jpg.chip.jpg,1
33_1_3_20170104235051234.jpg.chip.jpg,1
26_1_3_20170119192328849.jpg.chip.jpg,1
54_0_3_20170119181142982.jpg.chip.jpg,0
26_1_3_20170104222955855.jpg.chip.jpg,1
24_1_3_20170117150638948.jpg.chip.jpg,1
65_0_3_20170117190407347.jpg.chip.jpg,0
44_1_3_20170119172158321.jpg.chip.jpg,1
22_1_3_20170104223452679.jpg.chip.jpg,1
26_0_3_20170104230424841.jpg.chip.jpg,0
56_0_3_20170104232205049.jpg.chip.jpg,0
36_0_3_20170104220654654.jpg.chip.jpg,0
26_1_3_20170104223140343.jpg.chip.jpg,1
25_1_3_20170119172101233.jpg.chip.jpg,1
28_0_3_20170117180213062.jpg.chip.jpg,0
32_0_3_20170104201821698.jpg.chip.jpg,0
54_0_3_20170119210113528.jpg.chip.jpg,0
15_0_3_20170104225254497.jpg.chip.jpg,0
37_0_3_20170119202228541.jpg.chip.jpg,0
1_1_3_20161220144645535.jpg.chip.jpg,1
52_0_3_20170119205700727.jpg.chip.jpg,0
46_0_3_20170112205640068.jpg.chip.jpg,0
1_1_3_20161219225238384.jpg.chip.jpg,1
54_0_3_20170119200516380.jpg.chip.jpg,0
42_0_3_20170117175439914.jpg.chip.jpg,0
45_0_3_20170119201202684.jpg.chip.jpg,0
36_0_3_20170119183315430.jpg.chip.jpg,0
46_0_3_20170119204754151.jpg.chip.jpg,0
5_1_3_20161219225937112.jpg.chip.jpg,1
18_0_3_20170117140743776.jpg.chip.jpg,0
37_0_3_20170105175547134.jpg.chip.jpg,0
