img_name,gender
36_0_1_20170117163203851.jpg.chip.jpg,0
52_0_1_20170117161018159.jpg.chip.jpg,0
26_1_1_20170103181931657.jpg.chip.jpg,1
25_0_1_20170116002302626.jpg.chip.jpg,0
10_0_1_20170110223848885.jpg.chip.jpg,0
22_0_1_20170113150441654.jpg.chip.jpg,0
26_0_1_20170113174952963.jpg.chip.jpg,0
63_0_1_20170117155018994.jpg.chip.jpg,0
34_1_1_20170117010327748.jpg.chip.jpg,1
29_1_1_20170115234825058.jpg.chip.jpg,1
25_1_1_20170112230722548.jpg.chip.jpg,1
20_0_1_20170113132355967.jpg.chip.jpg,0
32_1_1_20170112215044104.jpg.chip.jpg,1
32_0_1_20170113185204177.jpg.chip.jpg,0
26_0_1_20170117195934763.jpg.chip.jpg,0
36_0_1_20170116030200366.jpg.chip.jpg,0
31_0_1_20170117135511623.jpg.chip.jpg,0
31_0_1_20170117130014250.jpg.chip.jpg,0
26_1_1_20170116225222631.jpg.chip.jpg,1
26_0_1_20170116010019224.jpg.chip.jpg,0
24_0_1_20170116010734667.jpg.chip.jpg,0
5_1_1_20170104010044345.jpg.chip.jpg,1
28_0_1_20170116203348523.jpg.chip.jpg,0
39_1_1_20170112234541208.jpg.chip.jpg,1
96_1_1_20170110183853718.jpg.chip.jpg,1
26_0_1_20170116235022816.jpg.chip.jpg,0
26_0_1_20170113132700512.jpg.chip.jpg,0
28_1_1_20170112213628607.jpg.chip.jpg,1
34_0_1_20170117165134738.jpg.chip.jpg,0
26_0_1_20170113154809050.jpg.chip.jpg,0
27_1_1_20170116223029775.jpg.chip.jpg,1
26_0_1_20170114032944348.jpg.chip.jpg,0
63_1_1_20170113190755479.jpg.chip.jpg,1
34_0_1_20170117010104315.jpg.chip.jpg,0
34_1_1_20170114033230436.jpg.chip.jpg,1
26_1_1_20170117163837655.jpg.chip.jpg,1
22_0_1_20170113150443999.jpg.chip.jpg,0
24_0_1_20170117204434040.jpg.chip.jpg,0
26_1_1_20170103225852672.jpg.chip.jpg,1
62_1_1_20170113013045520.jpg.chip.jpg,1
44_1_1_20170116164354400.jpg.chip.jpg,1
35_0_1_20170117173329389.jpg.chip.jpg,0
27_0_1_20170117005912432.jpg.chip.jpg,0
36_0_1_20170117163255045.jpg.chip.jpg,0
27_0_1_20170120220051617.jpg.chip.jpg,0
27_0_1_20170117134943088.jpg.chip.jpg,0
59_1_1_20170116203506659.jpg.chip.jpg,1
90_0_1_20170117194324750.jpg.chip.jpg,0
22_1_1_20170114025927882.jpg.chip.jpg,1
26_1_1_20170112210923338.jpg.chip.jpg,1
35_1_1_20170113001650939.jpg.chip.jpg,1
35_1_1_20170112191352903.jpg.chip.jpg,1
1_1_1_20170109194548732.jpg.chip.jpg,1
22_0_1_20170113133604687.jpg.chip.jpg,0
14_0_1_20170117133924867.jpg.chip.jpg,0
29_0_1_20170117104538522.jpg.chip.jpg,0
26_0_1_20170116182128259.jpg.chip.jpg,0
25_1_1_20170112205154091.jpg.chip.jpg,1
25_1_1_20170116003311354.jpg.chip.jpg,1
16_1_1_20170109213003514.jpg.chip.jpg,1
31_0_1_20170116024715934.jpg.chip.jpg,0
16_1_1_20170112191148791.jpg.chip.jpg,1
17_0_1_20170113132534529.jpg.chip.jpg,0
4_1_1_20161219160210758.jpg.chip.jpg,1
30_0_1_20170113133719624.jpg.chip.jpg,0
26_0_1_20170116010432759.jpg.chip.jpg,0
25_0_1_20170113151453752.jpg.chip.jpg,0
42_0_1_20170113190548728.jpg.chip.jpg,0
60_0_1_20170117163534458.jpg.chip.jpg,0
44_0_1_20170117142003663.jpg.chip.jpg,0
1_1_1_20161219155940125.jpg.chip.jpg,1
65_0_1_20170113182137398.jpg.chip.jpg,0
50_0_1_20170117135655702.jpg.chip.jpg,0
18_1_1_20170114030258171.jpg.chip.jpg,1
24_1_1_20170113011157712.jpg.chip.jpg,1
35_0_1_20170117130104546.jpg.chip.jpg,0
27_0_1_20170113150450280.jpg.chip.jpg,0
37_1_1_20170117140121123.jpg.chip.jpg,1
42_1_1_20170116153229826.jpg.chip.jpg,1
44_0_1_20170113142045653.jpg.chip.jpg,0
34_0_1_20170116200653236.jpg.chip.jpg,0
35_1_1_20170112235121616.jpg.chip.jpg,1
38_0_1_20170116232535514.jpg.chip.jpg,0
58_0_1_20170120222527209.jpg.chip.jpg,0
8_1_1_20170109203648153.jpg.chip.jpg,1
90_0_1_20170111223916765.jpg.chip.jpg,0
26_1_1_20170113000222125.jpg.chip.jpg,1
26_1_1_20170116224121946.jpg.chip.jpg,1
26_1_1_20170116203803077.jpg.chip.jpg,1
6_1_1_20170117193241163.jpg.chip.jpg,1
26_1_1_20170116024044126.jpg.chip.jpg,1
31_0_1_20170116191341541.jpg.chip.jpg,0
34_1_1_20170113005245917.jpg.chip.jpg,1
10_0_1_20170110220523360.jpg.chip.jpg,0
35_0_1_20170116003600500.jpg.chip.jpg,0
26_0_1_20170117195651493.jpg.chip.jpg,0
54_0_1_20170117190013790.jpg.chip.jpg,0
52_0_1_20170113142156388.jpg.chip.jpg,0
29_1_1_20170116021333343.jpg.chip.jpg,1
51_0_1_20170117160804231.jpg.chip.jpg,0
38_0_1_20170117191944663.jpg.chip.jpg,0
36_1_1_20170112210525117.jpg.chip.jpg,1
26_1_1_20170113011825553.jpg.chip.jpg,1
30_1_1_20170117123931816.jpg.chip.jpg,1
22_1_1_20170112233618639.jpg.chip.jpg,1
60_0_1_20170117160801279.jpg.chip.jpg,0
25_1_1_20170112191300605.jpg.chip.jpg,1
26_0_1_20170113133114391.jpg.chip.jpg,0
31_0_1_20170114032310376.jpg.chip.jpg,0
26_1_1_20170112213442439.jpg.chip.jpg,1
26_0_1_20170116224835545.jpg.chip.jpg,0
54_0_1_20170117142808120.jpg.chip.jpg,0
32_1_1_20170113002108866.jpg.chip.jpg,1
5_0_1_20170110213654372.jpg.chip.jpg,0
22_1_1_20170113193237676.jpg.chip.jpg,1
73_0_1_20170117195353786.jpg.chip.jpg,0
29_0_1_20170117104606138.jpg.chip.jpg,0
29_0_1_20170116182142032.jpg.chip.jpg,0
29_1_1_20170117123750232.jpg.chip.jpg,1
30_1_1_20170112205111027.jpg.chip.jpg,1
40_1_1_20170112231359349.jpg.chip.jpg,1
56_0_1_20170112223748115.jpg.chip.jpg,0
41_1_1_20170117135759031.jpg.chip.jpg,1
31_0_1_20170113135250690.jpg.chip.jpg,0
28_0_1_20170113134134481.jpg.chip.jpg,0
26_0_1_20170114031951577.jpg.chip.jpg,0
